Data,Hora,Liga,Time_Casa,Time_Visitante
25/01/2026,16:00,La Liga,Atl. Madrid,Mallorca
25/01/2026,16:00,La Liga,Sevilla,Athletic Club
25/01/2026,16:00,La Liga,Real Sociedad,Celta
25/01/2026,16:00,La Liga,Alavés,Real Betis
25/01/2026,16:00,La Liga,Girona,Getafe
25/01/2026,16:00,La Liga,Valencia,Espanyol
25/01/2026,16:00,La Liga,Rayo Vallecano,Osasuna
25/01/2026,16:00,La Liga,Levante,Elche
25/01/2026,16:45,Serie A,Roma,Milan
25/01/2026,16:45,Ligue 1,Lille,Strasbourg
26/01/2026,16:45,Serie A,Verona,Udinese
26/01/2026,17:00,Championship,Norwich,Coventry
26/01/2026,17:00,Premier League,Everton,Leeds
30/01/2026,16:45,Pro League,La Louvière,Gent
30/01/2026,16:45,Ligue 1,Lens,Le Havre
30/01/2026,17:00,Championship,Bristol City,Derby
31/01/2026,09:30,Championship,Leicester,Charlton
31/01/2026,09:30,Championship,Stoke,Southampton
31/01/2026,09:30,Championship,Sheffield Wed,Wrexham
31/01/2026,09:30,Bundesliga 2,Bochum,Schalke
31/01/2026,09:30,Bundesliga 2,Hertha,Darmstadt
31/01/2026,09:30,Bundesliga 2,Fortuna,Paderborn
31/01/2026,09:30,Bundesliga 2,Kiel,Fürth
31/01/2026,09:30,Bundesliga 2,Magdeburg,Hannover
31/01/2026,09:30,Bundesliga 2,Kaiserslautern,Elversberg
31/01/2026,09:30,Bundesliga 2,Braunschweig,Karlsruhe
31/01/2026,09:30,Bundesliga 2,Dresden,Bielefeld
31/01/2026,09:30,Bundesliga 2,Nürnberg,Münster
31/01/2026,11:30,Bundesliga,HSV,Bayern
31/01/2026,11:30,Bundesliga,Dortmund,Heidenheim
31/01/2026,11:30,Bundesliga,Frankfurt,Leverkusen
31/01/2026,11:30,Bundesliga,Leipzig,Mainz 05
31/01/2026,11:30,Bundesliga,Stuttgart,Freiburg
31/01/2026,11:30,Bundesliga,Hoffenheim Propaganda,Union Berlin
31/01/2026,11:30,Bundesliga,Bremen,M'gladbach
31/01/2026,11:30,Bundesliga,PaKrötildnas Pesquisa Favoritos Perfil,Wolfsburg
31/01/2026,11:30,Bundesliga,Augsburg,St. Pauli
31/01/2026,12:00,Championship,Millwall,Sheffield Utd
31/01/2026,12:00,Championship,Ipswich,Preston
31/01/2026,12:00,Championship,Middlesbrough,Norwich
31/01/2026,12:00,Championship,Watford,Swansea
31/01/2026,12:00,Championship,Blackburn,Hull
31/01/2026,12:00,Championship,QPR,Coventry
31/01/2026,12:00,Championship,Portsmouth,West Brom
31/01/2026,12:00,Championship,Oxford Utd,Birmingham
31/01/2026,12:00,Premier League,Leeds,Arsenal
31/01/2026,12:00,Premier League,Brighton,Everton
31/01/2026,12:00,Premier League,Wolves,Bournemouth
31/01/2026,12:00,Pro League,Cercle Brugge,Royal Antwerp
31/01/2026,12:00,Scottish Premiership,Kilmarnock,Aberdeen
31/01/2026,12:00,Scottish Premiership,Dundee Utd,Hearts
31/01/2026,12:00,Scottish Premiership,St Mirren,Dundee
31/01/2026,12:00,Scottish Premiership,Livingston,Motherwell
31/01/2026,13:00,Ligue 1,Paris,Marseille
31/01/2026,14:15,Pro League,Zulte Waregem,Westerlo
31/01/2026,14:30,Premier League,Chelsea,West Ham
31/01/2026,15:00,Ligue 1,Lorient,Nantes
31/01/2026,16:45,Pro League,St. Truidense,Charleroi
31/01/2026,17:00,Premier League,Liverpool,Newcastle
31/01/2026,17:05,Ligue 1,AS Monaco,Rennes
01/02/2026,09:30,Pro League,Standard Liège,Anderlecht
01/02/2026,11:00,Premier League,Man Utd,Fulham
01/02/2026,11:00,Premier League,Aston Villa,Brentford
01/02/2026,11:00,Premier League,Forest,Crystal Palace
01/02/2026,11:00,Serie A,Bologna,Milan
01/02/2026,11:00,Serie A,Cremonese,Inter
01/02/2026,11:00,Serie A,Parma,Juventus
01/02/2026,11:00,Serie A,Lazio,Genoa
01/02/2026,11:00,Serie A,Torino,Lecce
01/02/2026,11:00,Serie A,Cagliari,Verona
01/02/2026,11:00,Serie A,Pisa,Sassuolo
01/02/2026,11:00,Serie A,Pisa,Sassuolo
01/02/2026,11:00,Ligue 1,Lyon,Lille
01/02/2026,12:00,Pro League,Dender,Genk
01/02/2026,12:00,Trendyol Süper Lig,Galatasaray,Kayserispor
01/02/2026,12:00,Trendyol Süper Lig,Kocaelispor,Fenerbahçe
01/02/2026,12:00,Trendyol Süper Lig,Beşiktaş,Konyaspor
01/02/2026,12:00,Trendyol Süper Lig,Antalyaspor,Trabzonspor
01/02/2026,12:00,Trendyol Süper Lig,Başakşehir,Rizespor
01/02/2026,12:00,Trendyol Süper Lig,Kasımpaşa,Samsunspor
01/02/2026,12:00,Trendyol Süper Lig,Alanyaspor,Eyüpspor
01/02/2026,12:00,Trendyol Süper Lig,Göztepe,Karagümrük
01/02/2026,12:00,Trendyol Süper Lig,Gençlerbirliği,Gaziantep
01/02/2026,12:00,Scottish Premiership,Celtic,Falkirk
01/02/2026,12:00,Scottish Premiership,Hibernian,Rangers
01/02/2026,13:15,Ligue 1,Nice,Brest
01/02/2026,13:15,Ligue 1,Toulouse,Auxerre
01/02/2026,13:15,Ligue 1,Angers,Metz
01/02/2026,13:30,Premier League,Tottenham,Man City
01/02/2026,14:30,Pro League,USG,Club Brugge
01/02/2026,15:15,Pro League,OH Leuven,Mechelen
01/02/2026,16:00,La Liga,Real Madrid Propaganda,Rayo Vallecano
01/02/2026,16:00,La Liga,Elche,Barcelona
01/02/2026,16:00,La Liga,PaLretivdaanste Pesquisa Favoritos Perfil,Atl. Madrid
01/02/2026,16:00,La Liga,Athletic Club,Real Sociedad
01/02/2026,16:00,La Liga,Real Betis,Valencia
01/02/2026,16:00,La Liga,Mallorca,Sevilla
01/02/2026,16:00,La Liga,Osasuna,Villarreal
01/02/2026,16:00,La Liga,Real Oviedo,Girona
01/02/2026,16:00,La Liga,Getafe,Celta
01/02/2026,16:00,La Liga,Getafe,Celta
01/02/2026,16:00,La Liga,Espanyol,Alavés
01/02/2026,16:45,Ligue 1,Strasbourg,PSG
02/02/2026,17:00,Premier League,Sunderland,Burnley
04/02/2026,16:45,Scottish Premiership,Aberdeen,Celtic
04/02/2026,16:45,Scottish Premiership,Rangers,Kilmarnock
04/02/2026,16:45,Scottish Premiership,St Mirren,Hearts
04/02/2026,16:45,Scottish Premiership,Hibernian,Dundee Utd
04/02/2026,16:45,Scottish Premiership,Dundee,Motherwell
04/02/2026,16:45,Scottish Premiership,Livingston,Falkirk
06/02/2026,16:45,Pro League,Westerlo,St. Truidense
06/02/2026,17:00,Championship,Charlton,QPR
07/02/2026,09:30,Championship,Southampton,Watford
07/02/2026,09:30,Championship,Derby,Ipswich
07/02/2026,09:30,Championship,Norwich,Blackburn
07/02/2026,09:30,Bundesliga 2,Schalke,Dresden
07/02/2026,09:30,Bundesliga 2,Münster,Bochum
07/02/2026,09:30,Bundesliga 2,Hannover,Kiel
07/02/2026,09:30,Bundesliga 2,Darmstadt,Kaiserslautern
07/02/2026,09:30,Bundesliga 2,Elversberg,Hertha
07/02/2026,09:30,Bundesliga 2,Karlsruhe,Fortuna
07/02/2026,09:30,Bundesliga 2,Paderborn,Nürnberg
07/02/2026,09:30,Bundesliga 2,Fürth,Magdeburg
07/02/2026,09:30,Bundesliga 2,Bielefeld,Braunschweig
07/02/2026,11:30,Bundesliga,Bayern,Hoffenheim
07/02/2026,11:30,Bundesliga,Wolfsburg,Dortmund
07/02/2026,11:30,Bundesliga,M'gladbach,Leverkusen
07/02/2026,11:30,Bundesliga,Köln,Leipzig
07/02/2026,11:30,Bundesliga,Union Berlin,Frankfurt
07/02/2026,11:30,Bundesliga,Union Berlin,Frankfurt
07/02/2026,11:30,Bundesliga,St. Pauli,Stuttgart
07/02/2026,11:30,Bundesliga,Freiburg,Bremen
07/02/2026,11:30,Bundesliga,Mainz 05,Augsburg
07/02/2026,11:30,Bundesliga,Heidenheim,HSV
07/02/2026,12:00,Championship,Birmingham,Leicester
07/02/2026,12:00,Championship,Wrexham,Millwall
07/02/2026,12:00,Championship,Hull,Bristol City
07/02/2026,12:00,Championship,Coventry,Oxford Utd
07/02/2026,12:00,Championship,West Brom,Stoke
07/02/2026,12:00,Championship,Preston,Portsmouth
07/02/2026,12:00,Premier League,Arsenal,Sunderland
07/02/2026,12:00,Premier League,Newcastle,Brentford
07/02/2026,12:00,Premier League,Bournemouth,Aston Villa
07/02/2026,12:00,Premier League,Brighton,Crystal Palace
07/02/2026,12:00,Premier League,Fulham,Everton
07/02/2026,12:00,Premier League,Burnley,West Ham
07/02/2026,12:00,Premier League,Leeds,Forest
07/02/2026,12:00,Pro League,Zulte Waregem,Dender
07/02/2026,14:15,Pro League,Charleroi,Cercle Brugge
07/02/2026,16:45,Pro League,Gent,OH Leuven
08/02/2026,09:00,Championship,Swansea,Sheffield Wed
08/02/2026,09:30,Pro League,Genk,Anderlecht
08/02/2026,11:00,Serie A,Juventus,Lazio
08/02/2026,11:00,Serie A,Juventus,Lazio
08/02/2026,11:00,Serie A,Sassuolo,Inter
08/02/2026,11:00,Serie A,Milan,Como
08/02/2026,11:00,Serie A,Genoa,Napoli
08/02/2026,11:00,Serie A,Roma,Cagliari
08/02/2026,11:00,Serie A,Atalanta,Cremonese
08/02/2026,11:00,Serie A,Fiorentina,Torino
08/02/2026,11:00,Serie A,Bologna,Parma
08/02/2026,11:00,Serie A,Lecce,Udinese
08/02/2026,11:00,Serie A,Verona,Pisa Baixe o aplicativo
08/02/2026,11:00,Ligue 1,PSG,Marseille
08/02/2026,11:00,Ligue 1,Nice,AS Monaco
08/02/2026,11:00,Ligue 1,Nantes,Lyon
08/02/2026,11:00,Ligue 1,Metz,Lille
08/02/2026,11:00,Ligue 1,Lens,Rennes
08/02/2026,11:00,Ligue 1,Brest,Lorient
08/02/2026,11:00,Ligue 1,Le Havre,Strasbourg
08/02/2026,11:00,Ligue 1,Angers,Toulouse
08/02/2026,11:00,Ligue 1,Auxerre,Paris
08/02/2026,12:00,Pro League,USG,La Louvière
08/02/2026,12:00,Trendyol Süper Lig,Rizespor,Galatasaray
08/02/2026,12:00,Trendyol Süper Lig,Fenerbahçe,Gençlerbirliği
08/02/2026,12:00,Trendyol Süper Lig,Beşiktaş,Alanyaspor
08/02/2026,12:00,Trendyol Süper Lig,Samsunspor,Trabzonspor
08/02/2026,12:00,Trendyol Süper Lig,Eyüpspor,Başakşehir
08/02/2026,12:00,Trendyol Süper Lig,Konyaspor,Göztepe
08/02/2026,12:00,Trendyol Süper Lig,Gaziantep,Kasımpaşa
08/02/2026,12:00,Trendyol Süper Lig,Karagümrük,Antalyaspor
08/02/2026,12:00,Trendyol Süper Lig,Kayserispor,Kocaelispor
08/02/2026,14:30,Pro League,Club Brugge,Standard Liège
08/02/2026,15:15,Pro League,Mechelen,Royal Antwerp
08/02/2026,16:00,La Liga,Valencia,Real Madrid
08/02/2026,16:00,La Liga,Barcelona,Mallorca
08/02/2026,16:00,La Liga,Atl. Madrid,Real Betis
08/02/2026,16:00,La Liga,Sevilla,Girona
08/02/2026,16:00,La Liga,Athletic Club,Levante
08/02/2026,16:00,La Liga,Villarreal,Espanyol
08/02/2026,16:00,La Liga,Real Sociedad,Elche
08/02/2026,16:00,La Liga,Celta,Osasuna
08/02/2026,16:00,La Liga,Alavés,Getafe
08/02/2026,16:00,La Liga,Rayo Vallecano,Real Oviedo
09/02/2026,17:00,Championship,Sheffield Utd,Middlesbrough
11/02/2026,16:45,Scottish Premiership,Celtic,Livingston
11/02/2026,16:45,Scottish Premiership,Motherwell,Rangers
11/02/2026,16:45,Scottish Premiership,Dundee Utd,Aberdeen
11/02/2026,16:45,Scottish Premiership,Hearts,Hibernian
11/02/2026,16:45,Scottish Premiership,Falkirk,Dundee
11/02/2026,16:45,Scottish Premiership,Kilmarnock,St Mirren
11/02/2026,17:00,Premier League,Man City,Fulham
11/02/2026,17:00,Premier League,West Ham,Man Utd
11/02/2026,17:00,Premier League,Brentford,Arsenal
11/02/2026,17:00,Premier League,Sunderland,Liverpool
11/02/2026,17:00,Premier League,Chelsea,Leeds
11/02/2026,17:00,Premier League,Tottenham,Newcastle
11/02/2026,17:00,Premier League,Aston Villa,Brighton
11/02/2026,17:00,Premier League,Forest,Wolves
11/02/2026,17:00,Premier League,Everton,Bournemouth
11/02/2026,17:00,Premier League,Crystal Palace,Burnley
13/02/2026,16:45,Pro League,Mechelen,Genk
13/02/2026,17:00,Championship,Bristol City,Wrexham
14/02/2026,09:30,Championship,Oxford Utd,Norwich
14/02/2026,09:30,Championship,Birmingham,West Brom
14/02/2026,09:30,Championship,Charlton,Stoke
14/02/2026,09:30,Bundesliga 2,Kiel,Schalke
14/02/2026,09:30,Bundesliga 2,Bochum,Paderborn
14/02/2026,09:30,Bundesliga 2,Hertha,Hannover
14/02/2026,09:30,Bundesliga 2,Braunschweig,Darmstadt
14/02/2026,09:30,Bundesliga 2,Fortuna,Münster
14/02/2026,09:30,Bundesliga 2,Nürnberg,Karlsruhe
14/02/2026,09:30,Bundesliga 2,Kaiserslautern,Fürth
14/02/2026,09:30,Bundesliga 2,Magdeburg,Bielefeld
14/02/2026,09:30,Bundesliga 2,Dresden,Elversberg
14/02/2026,11:30,Bundesliga,Bremen,Bayern
14/02/2026,11:30,Bundesliga,Dortmund,Mainz 05
14/02/2026,11:30,Bundesliga,Leverkusen,St. Pauli
14/02/2026,11:30,Bundesliga,Leipzig,Wolfsburg
14/02/2026,11:30,Bundesliga,Frankfurt,M'gladbach
14/02/2026,11:30,Bundesliga,Stuttgart,Köln
14/02/2026,11:30,Bundesliga,HSV,Union Berlin
14/02/2026,11:30,Bundesliga,Hoffenheim,Freiburg
14/02/2026,11:30,Bundesliga,Augsburg Baixe o aplicativo,Heidenheim
14/02/2026,12:00,Championship,Leicester,Southampton
14/02/2026,12:00,Championship,Ipswich,Hull
14/02/2026,12:00,Championship,Portsmouth,Sheffield Utd
14/02/2026,12:00,Championship,Preston,Watford
14/02/2026,12:00,Championship,QPR,Blackburn
14/02/2026,12:00,Championship,Derby,Swansea
14/02/2026,12:00,Championship,Sheffield Wed,Millwall
14/02/2026,12:00,Pro League,OH Leuven,Dender
14/02/2026,12:00,Scottish Premiership,Kilmarnock,Celtic
14/02/2026,12:00,Scottish Premiership,Rangers,Hearts
14/02/2026,12:00,Scottish Premiership,Motherwell,Aberdeen
14/02/2026,12:00,Scottish Premiership,Hibernian Baixe o aplicativo,St Mirren
14/02/2026,14:15,Pro League,Charleroi,Gent
14/02/2026,16:45,Pro League,Standard Liège,USG
15/02/2026,09:30,Pro League,Cercle Brugge,Club Brugge
15/02/2026,11:00,Serie A,Lazio,Atalanta
15/02/2026,11:00,Serie A,Como,Fiorentina
15/02/2026,11:00,Serie A,Torino,Bologna
15/02/2026,11:00,Serie A,Udinese,Sassuolo
15/02/2026,11:00,Serie A,Cagliari,Lecce
15/02/2026,11:00,Serie A,Parma,Verona
15/02/2026,11:00,Serie A,Cremonese,Genoa
15/02/2026,11:00,Ligue 1,Marseille,Strasbourg
15/02/2026,11:00,Ligue 1,Lyon,Nice
15/02/2026,11:00,Ligue 1,AS Monaco,Nantes
15/02/2026,11:00,Ligue 1,Lille,Brest
15/02/2026,11:00,Ligue 1,Paris,Lens
15/02/2026,11:00,Ligue 1,Le Havre Propaganda,Toulouse
15/02/2026,11:00,Ligue 1,Lorient,Angers
15/02/2026,11:00,Ligue 1,PaMrteidtazs Pesquisa Favoritos Perfil,Auxerre
15/02/2026,12:00,Pro League,Royal Antwerp,Westerlo
15/02/2026,12:00,Trendyol Süper Lig,Galatasaray,Eyüpspor
15/02/2026,12:00,Trendyol Süper Lig,Trabzonspor,Fenerbahçe
15/02/2026,12:00,Trendyol Süper Lig,Başakşehir,Beşiktaş
15/02/2026,12:00,Trendyol Süper Lig,Antalyaspor,Samsunspor
15/02/2026,12:00,Trendyol Süper Lig,Alanyaspor,Konyaspor
15/02/2026,12:00,Trendyol Süper Lig,Göztepe,Kayserispor
15/02/2026,12:00,Trendyol Süper Lig,Kasımpaşa,Karagümrük
15/02/2026,12:00,Trendyol Süper Lig,Kocaelispor,Gaziantep
15/02/2026,12:00,Trendyol Süper Lig,Gençlerbirliği,Rizespor
15/02/2026,14:30,Pro League,Anderlecht,La Louvière
15/02/2026,15:15,Pro League,St. Truidense,Zulte Waregem
15/02/2026,16:00,La Liga,Real Madrid,Real Sociedad
15/02/2026,16:00,La Liga,Girona,Barcelona
15/02/2026,16:00,La Liga,Rayo Vallecano,Atl. Madrid
15/02/2026,16:00,La Liga,Mallorca,Real Betis
15/02/2026,16:00,La Liga,Sevilla,Alavés
15/02/2026,16:00,La Liga,Espanyol,Celta
15/02/2026,16:00,La Liga,Elche,Osasuna
16/02/2026,17:00,Championship,Coventry,Middlesbrough
16/02/2026,17:00,Ligue 1,Rennes,PSG
20/02/2026,16:45,Pro League,Gent,Cercle Brugge
20/02/2026,17:00,Championship,Blackburn,Preston
21/02/2026,09:30,Championship,Stoke,Leicester
21/02/2026,09:30,Championship,West Brom,Coventry
21/02/2026,09:30,Championship,Hull,QPR
21/02/2026,09:30,Championship,Swansea,Bristol City
21/02/2026,09:30,Bundesliga 2,Bochum,Nürnberg
21/02/2026,09:30,Bundesliga 2,Schalke,Magdeburg
21/02/2026,09:30,Bundesliga 2,Darmstadt,Fortuna
21/02/2026,09:30,Bundesliga 2,Paderborn,Hertha
21/02/2026,09:30,Bundesliga 2,Karlsruhe,Kiel
21/02/2026,09:30,Bundesliga 2,Hannover,Dresden
21/02/2026,09:30,Bundesliga 2,Fürth,Bielefeld
21/02/2026,09:30,Bundesliga 2,Münster,Kaiserslautern
21/02/2026,09:30,Bundesliga 2,Elversberg,Braunschweig
21/02/2026,11:30,Bundesliga,Heidenheim,Stuttgart
21/02/2026,11:30,Bundesliga,Freiburg,M'gladbach
21/02/2026,11:30,Bundesliga,Wolfsburg,Augsburg
21/02/2026,11:30,Bundesliga,Köln,Hoffenheim
21/02/2026,11:30,Bundesliga,St. Pauli,Bremen
21/02/2026,12:00,Championship,Wrexham,Ipswich
21/02/2026,12:00,Championship,Southampton,Charlton
21/02/2026,12:00,Championship,Norwich,Birmingham
21/02/2026,12:00,Championship,Watford,Derby
21/02/2026,12:00,Championship,Middlesbrough,Oxford Utd
21/02/2026,12:00,Championship,Millwall,Portsmouth
21/02/2026,12:00,Premier League,Man City,Newcastle
21/02/2026,12:00,Premier League,Tottenham,Arsenal
21/02/2026,12:00,Premier League,Everton,Man Utd
21/02/2026,12:00,Premier League,Forest,Liverpool
21/02/2026,12:00,Premier League,Chelsea,Burnley
21/02/2026,12:00,Premier League,Aston Villa,Leeds
21/02/2026,12:00,Premier League,Brentford,Brighton
21/02/2026,12:00,Premier League,West Ham,Bournemouth
21/02/2026,12:00,Premier League,Crystal Palace,Wolves
21/02/2026,12:00,Premier League,Sunderland,Fulham
21/02/2026,12:00,Pro League,Dender,St. Truidense
21/02/2026,12:00,Scottish Premiership,Livingston,Rangers
21/02/2026,12:00,Scottish Premiership,Aberdeen,Dundee
21/02/2026,12:00,Scottish Premiership,Hearts,Falkirk
21/02/2026,12:00,Scottish Premiership,Dundee Utd,Kilmarnock
21/02/2026,12:00,Scottish Premiership,St Mirren,Motherwell
21/02/2026,14:15,Pro League,Club Brugge,OH Leuven
21/02/2026,16:45,Pro League,USG,Royal Antwerp
22/02/2026,09:00,Championship,Sheffield Utd Propaganda,Sheffield Wed
22/02/2026,09:30,Pro League,Genk,Standard Liège
22/02/2026,11:00,Serie A,Lecce,Inter
22/02/2026,11:00,Serie A,Atalanta,Napoli
22/02/2026,11:00,Serie A,Milan,Parma
22/02/2026,11:00,Serie A,Juventus,Como
22/02/2026,11:00,Serie A,Roma,Cremonese
22/02/2026,11:00,Serie A,Cagliari,Lazio
22/02/2026,11:00,Serie A,Fiorentina,Pisa
22/02/2026,11:00,Serie A,Bologna,Udinese
22/02/2026,11:00,Serie A,Genoa,Torino
22/02/2026,11:00,Ligue 1,PSG,Metz
22/02/2026,11:00,Ligue 1,Brest,Marseille
22/02/2026,11:00,Ligue 1,Lens,AS Monaco
22/02/2026,11:00,Ligue 1,Strasbourg,Lyon
22/02/2026,11:00,Ligue 1,Angers,Lille
22/02/2026,11:00,Ligue 1,Brest,Marseille
22/02/2026,11:00,Ligue 1,Lens,AS Monaco
22/02/2026,11:00,Ligue 1,Strasbourg,Lyon
22/02/2026,11:00,Ligue 1,Angers,Lille
22/02/2026,11:00,Ligue 1,Nice,Lorient
22/02/2026,11:00,Ligue 1,Auxerre,Rennes
22/02/2026,11:00,Ligue 1,Nantes,Le Havre
22/02/2026,11:00,Ligue 1,Toulouse,Paris
22/02/2026,12:00,Pro League,La Louvière,Mechelen
22/02/2026,12:00,Trendyol Süper Lig,Konyaspor,Galatasaray
22/02/2026,12:00,Trendyol Süper Lig,Fenerbahçe,Kasımpaşa
22/02/2026,12:00,Trendyol Süper Lig,Konyaspor,Galatasaray
22/02/2026,12:00,Trendyol Süper Lig,Fenerbahçe,Kasımpaşa
22/02/2026,12:00,Trendyol Süper Lig,Beşiktaş,Göztepe
22/02/2026,12:00,Trendyol Süper Lig,Gaziantep,Trabzonspor
22/02/2026,12:00,Trendyol Süper Lig,Alanyaspor,Başakşehir
22/02/2026,12:00,Trendyol Süper Lig,Kayserispor,Antalyaspor
22/02/2026,12:00,Trendyol Süper Lig,Karagümrük,Samsunspor
22/02/2026,12:00,Trendyol Süper Lig,Rizespor,Kocaelispor
22/02/2026,12:00,Trendyol Süper Lig,Eyüpspor,Gençlerbirliği
22/02/2026,14:30,Pro League,Zulte Waregem,Anderlecht
22/02/2026,15:15,Pro League,Westerlo,Charleroi
22/02/2026,16:00,La Liga,Real Betis,Rayo Vallecano
22/02/2026,16:00,La Liga,Villarreal,Valencia
22/02/2026,16:00,La Liga,Getafe,Sevilla
22/02/2026,16:00,La Liga,Alavés,Girona
22/02/2026,16:00,La Liga,Athletic Club,Elche
24/02/2026,16:45,Championship,Middlesbrough,Leicester
24/02/2026,16:45,Championship,PaWrtaidtafsord Pesquisa Favoritos Perfil,Ipswich
24/02/2026,16:45,Championship,Wrexham,Portsmouth
24/02/2026,16:45,Championship,Hull,Derby
24/02/2026,16:45,Championship,Blackburn,Bristol City
24/02/2026,16:45,Championship,West Brom,Charlton
24/02/2026,16:45,Championship,Swansea,Preston
24/02/2026,17:00,Championship,Southampton,QPR
25/02/2026,16:45,Championship,Sheffield Utd,Coventry
25/02/2026,16:45,Championship,Norwich,Sheffield Wed
25/02/2026,16:45,Championship,Millwall,Birmingham
25/02/2026,17:00,Championship,Stoke,Oxford Utd
27/02/2026,16:45,Pro League,Standard Liège,La Louvière
27/02/2026,17:00,Championship,Bristol City,Watford
28/02/2026,09:30,Championship,Leicester,Norwich
28/02/2026,09:30,Championship,Derby,Blackburn
28/02/2026,09:30,Championship,Portsmouth,Hull
28/02/2026,09:30,Bundesliga 2,Fortuna,Bochum
28/02/2026,09:30,Bundesliga 2,Fürth,Schalke
28/02/2026,09:30,Bundesliga 2,Hertha,Nürnberg
28/02/2026,09:30,Bundesliga 2,Dresden,Darmstadt
28/02/2026,09:30,Bundesliga 2,Kiel,Elversberg
28/02/2026,09:30,Bundesliga 2,Kaiserslautern,Paderborn
28/02/2026,09:30,Bundesliga 2,Bielefeld,Hannover
28/02/2026,09:30,Bundesliga 2,Magdeburg,Karlsruhe
28/02/2026,09:30,Bundesliga 2,Braunschweig,Münster
28/02/2026,11:30,Bundesliga,HSV,Leipzig
28/02/2026,11:30,Bundesliga,Frankfurt,Freiburg
28/02/2026,11:30,Bundesliga,Stuttgart,Wolfsburg
28/02/2026,11:30,Bundesliga,M'gladbach,Union Berlin
28/02/2026,11:30,Bundesliga,Hoffenheim,St. Pauli
28/02/2026,12:00,Championship,Sheffield Wed,Southampton
28/02/2026,12:00,Championship,QPR,Sheffield Utd
28/02/2026,12:00,Championship,Ipswich,Swansea
28/02/2026,12:00,Championship,Charlton,Wrexham
28/02/2026,12:00,Championship,Coventry,Stoke
28/02/2026,12:00,Championship,Oxford Utd,West Brom
28/02/2026,12:00,Championship,Preston,Millwall
28/02/2026,12:00,Premier League,Arsenal,Chelsea
28/02/2026,12:00,Premier League,Liverpool,West Ham
28/02/2026,12:00,Premier League,Leeds,Man City
28/02/2026,12:00,Premier League,Man Utd,Crystal Palace
28/02/2026,12:00,Premier League,Fulham,Tottenham
28/02/2026,12:00,Premier League,Newcastle,Everton
28/02/2026,12:00,Premier League,Wolves,Aston Villa
28/02/2026,12:00,Premier League,Brighton,Forest
28/02/2026,12:00,Premier League,Burnley,Brentford
28/02/2026,12:00,Premier League,Bournemouth,Sunderland
28/02/2026,12:00,Pro League,Mechelen,Zulte Waregem
28/02/2026,12:00,Scottish Premiership,Hearts,Aberdeen
28/02/2026,12:00,Scottish Premiership,Dundee,Hibernian
28/02/2026,12:00,Scottish Premiership,Motherwell,Dundee Utd
28/02/2026,12:00,Scottish Premiership,Livingston,St Mirren
28/02/2026,12:00,Scottish Premiership,Falkirk,Kilmarnock
28/02/2026,14:15,Pro League,Royal Antwerp,St. Truidense
28/02/2026,16:45,Pro League,Anderlecht,OH Leuven
28/02/2026,20:00,Ligue 1,Le Havre,PSG
28/02/2026,20:00,Ligue 1,Strasbourg,Lens
01/03/2026,09:00,Scottish Premiership,Rangers,Celtic
01/03/2026,09:30,Pro League,Genk,Gent
01/03/2026,11:00,Ligue 1,Marseille,Lyon
01/03/2026,11:00,Ligue 1,AS Monaco,Angers
01/03/2026,11:00,Ligue 1,Lille,Nantes
01/03/2026,11:00,Ligue 1,Rennes Baixe o aplicativo,Toulouse
01/03/2026,12:00,Pro League,Westerlo,USG
01/03/2026,12:00,Trendyol Süper Lig,Galatasaray,Alanyaspor
01/03/2026,12:00,Trendyol Süper Lig,Antalyaspor,Fenerbahçe
01/03/2026,12:00,Trendyol Süper Lig,Kocaelispor,Beşiktaş
01/03/2026,12:00,Trendyol Süper Lig,Trabzonspor,Karagümrük
01/03/2026,12:00,Trendyol Süper Lig,Başakşehir,Konyaspor
01/03/2026,12:00,Trendyol Süper Lig,Göztepe,Eyüpspor
01/03/2026,12:00,Trendyol Süper Lig,Samsunspor,Gaziantep
01/03/2026,12:00,Trendyol Süper Lig,Kasımpaşa,Rizespor
01/03/2026,12:00,Trendyol Süper Lig,Gençlerbirliği,Kayserispor
01/03/2026,14:30,Pro League,Charleroi,Club Brugge
01/03/2026,15:15,Pro League,Cercle Brugge,Dender
02/03/2026,17:00,Championship,Birmingham,Middlesbrough
04/03/2026,17:00,Premier League,Newcastle,Man Utd
04/03/2026,17:00,Premier League,Man City,Forest
04/03/2026,17:00,Premier League,Aston Villa,Chelsea Baixe o aplicativo
04/03/2026,17:00,Premier League,Fulham,West Ham
04/03/2026,17:00,Premier League,Bournemouth,Brentford
04/03/2026,17:00,Premier League,Everton,Burnley
04/03/2026,17:00,Premier League,Leeds,Sunderland
06/03/2026,16:45,Pro League,La Louvière,Royal Antwerp
07/03/2026,09:30,Bundesliga 2,Bochum,Kaiserslautern
07/03/2026,09:30,Bundesliga 2,Schalke,Bielefeld
07/03/2026,09:30,Bundesliga 2,Darmstadt,Kiel
07/03/2026,09:30,Bundesliga 2,Nürnberg,Fortuna
07/03/2026,09:30,Bundesliga 2,Münster,Hertha
07/03/2026,09:30,Bundesliga 2,Hannover,Fürth
07/03/2026,09:30,Bundesliga 2,Paderborn,Braunschweig
07/03/2026,09:30,Bundesliga 2,Karlsruhe,Dresden
07/03/2026,09:30,Bundesliga 2,Elversberg,Magdeburg
07/03/2026,12:00,Championship,Ipswich,Leicester
07/03/2026,12:00,Championship,Southampton,Norwich
